CVE,reservedDate,publishedDate,baseScore
CVE-2016-7275,2016-09,2016-12,7.8
CVE-2016-7852,2016-09,2016-10,9.8
CVE-2016-7853,2016-09,2016-10,9.8
CVE-2016-7854,2016-09,2016-10,9.8
CVE-2016-7855,2016-09,2016-11,8.8
CVE-2016-7857,2016-09,2016-11,8.8
CVE-2016-7858,2016-09,2016-11,8.8
CVE-2016-7859,2016-09,2016-11,8.8
CVE-2016-7860,2016-09,2016-11,8.8
CVE-2016-7861,2016-09,2016-11,8.8
CVE-2016-7862,2016-09,2016-11,8.8
CVE-2016-7863,2016-09,2016-11,8.8
CVE-2016-7864,2016-09,2016-11,8.8
CVE-2016-7865,2016-09,2016-11,8.8
CVE-2016-7867,2016-09,2016-12,9.8
CVE-2016-7868,2016-09,2016-12,9.8
CVE-2016-7869,2016-09,2016-12,9.8
CVE-2016-7870,2016-09,2016-12,9.8
CVE-2016-7871,2016-09,2016-12,9.8
CVE-2016-7872,2016-09,2016-12,9.8
CVE-2016-7873,2016-09,2016-12,9.8
CVE-2016-7874,2016-09,2016-12,9.8
CVE-2016-7875,2016-09,2016-12,9.8
CVE-2016-7876,2016-09,2016-12,9.8
CVE-2016-7877,2016-09,2016-12,9.8
CVE-2016-7878,2016-09,2016-12,9.8
CVE-2016-7879,2016-09,2016-12,9.8
CVE-2016-7880,2016-09,2016-12,9.8
CVE-2016-7881,2016-09,2016-12,9.8
CVE-2016-7890,2016-09,2016-12,9.8
CVE-2016-7892,2016-09,2016-12,9.8
CVE-2016-8328,2016-09,2017-01,3.7
CVE-2016-9841,2016-12,2017-05,9.8
CVE-2018-0795,2017-12,2018-01,8.8
CVE-2018-0798,2017-12,2018-01,8.8
CVE-2018-0801,2017-12,2018-01,8.8
CVE-2018-0802,2017-12,2018-01,7.8
CVE-2018-0804,2017-12,2018-01,8.8
CVE-2018-0805,2017-12,2018-01,8.8
CVE-2018-0806,2017-12,2018-01,8.8
CVE-2018-0807,2017-12,2018-01,8.8
CVE-2018-0812,2017-12,2018-01,7.8
CVE-2018-0845,2017-12,2018-01,7.8
CVE-2018-0848,2017-12,2018-01,8.8
CVE-2018-0849,2017-12,2018-01,8.8
CVE-2018-0851,2017-12,2018-02,8.8
CVE-2018-0853,2017-12,2018-02,3.3
CVE-2018-0862,2017-12,2018-01,8.8
CVE-2018-1007,2017-12,2018-04,5.3
CVE-2018-1026,2017-12,2018-04,8.8
CVE-2018-1028,2017-12,2018-04,8.8
CVE-2018-1030,2017-12,2018-04,8.8
CVE-2018-11212,2018-05,2018-05,6.5
CVE-2018-12754,2018-06,2018-07,9.8
CVE-2018-12755,2018-06,2018-07,9.8
CVE-2018-12756,2018-06,2018-07,9.8
CVE-2018-12757,2018-06,2018-07,7.5
CVE-2018-12758,2018-06,2018-07,9.8
CVE-2018-12759,2018-06,2018-10,7.8
CVE-2018-12760,2018-06,2018-07,9.8
CVE-2018-12761,2018-06,2018-07,6.5
CVE-2018-12762,2018-06,2018-07,7.5
CVE-2018-12763,2018-06,2018-07,7.5
CVE-2018-12764,2018-06,2018-07,6.5
CVE-2018-12765,2018-06,2018-07,7.5
CVE-2018-12766,2018-06,2018-07,7.5
CVE-2018-12767,2018-06,2018-07,7.5
CVE-2018-12768,2018-06,2018-07,7.5
CVE-2018-12769,2018-06,2018-10,7.8
CVE-2018-12770,2018-06,2018-07,8.8
CVE-2018-12771,2018-06,2018-07,8.8
CVE-2018-12772,2018-06,2018-07,8.8
CVE-2018-12773,2018-06,2018-07,8.8
CVE-2018-12774,2018-06,2018-07,6.5
CVE-2018-12775,2018-06,2018-09,7.5
CVE-2018-12776,2018-06,2018-07,8.8
CVE-2018-12777,2018-06,2018-07,6.5
CVE-2018-12778,2018-06,2018-09,7.5
CVE-2018-12779,2018-06,2018-07,6.5
CVE-2018-12780,2018-06,2018-07,6.5
CVE-2018-12781,2018-06,2018-07,6.5
CVE-2018-12782,2018-06,2018-07,9.8
CVE-2018-12783,2018-06,2018-07,8.8
CVE-2018-12784,2018-06,2018-07,9.8
CVE-2018-12785,2018-06,2018-07,9.8
CVE-2018-12786,2018-06,2018-07,7.5
CVE-2018-12787,2018-06,2018-07,9.8
CVE-2018-12788,2018-06,2018-07,8.8
CVE-2018-12789,2018-06,2018-07,6.5
CVE-2018-12790,2018-06,2018-07,6.5
CVE-2018-12791,2018-06,2018-07,9.8
CVE-2018-12792,2018-06,2018-07,9.8
CVE-2018-12793,2018-06,2018-07,6.5
CVE-2018-12794,2018-06,2018-07,8.8
CVE-2018-12795,2018-06,2018-07,7.5
CVE-2018-12796,2018-06,2018-07,8.8
CVE-2018-12797,2018-06,2018-07,8.8
CVE-2018-12798,2018-06,2018-07,9.8
CVE-2018-12799,2018-06,2018-08,8.8
CVE-2018-12801,2018-06,2018-09,7.5
CVE-2018-12802,2018-06,2018-07,9.8
CVE-2018-12803,2018-06,2018-07,6.5
CVE-2018-12808,2018-06,2018-08,9.8
CVE-2018-12812,2018-06,2018-07,9.8
CVE-2018-12815,2018-06,2018-07,9.8
CVE-2018-12824,2018-06,2018-08,5.9
CVE-2018-12825,2018-06,2018-08,9.8
CVE-2018-12826,2018-06,2018-08,7.5
CVE-2018-12827,2018-06,2018-08,7.5
CVE-2018-12828,2018-06,2018-08,9.8
CVE-2018-12830,2018-06,2019-01,7.8
CVE-2018-12831,2018-06,2018-10,7.8
CVE-2018-12832,2018-06,2018-10,7.8
CVE-2018-12833,2018-06,2018-10,7.8
CVE-2018-12834,2018-06,2018-10,5.5
CVE-2018-12835,2018-06,2018-10,7.8
CVE-2018-12836,2018-06,2018-10,7.8
CVE-2018-12837,2018-06,2018-10,7.8
CVE-2018-12838,2018-06,2018-10,5.5
CVE-2018-12839,2018-06,2018-10,5.5
CVE-2018-12840,2018-06,2018-09,7.5
CVE-2018-12841,2018-06,2018-10,7.8
CVE-2018-12842,2018-06,2018-10,5.5
CVE-2018-12843,2018-06,2018-10,5.5
CVE-2018-12844,2018-06,2018-10,5.5
CVE-2018-12845,2018-06,2018-10,5.5
CVE-2018-12846,2018-06,2018-10,7.8
CVE-2018-12847,2018-06,2018-10,7.8
CVE-2018-12848,2018-06,2018-09,9.8
CVE-2018-12849,2018-06,2018-09,7.5
CVE-2018-12850,2018-06,2018-09,7.5
CVE-2018-12851,2018-06,2018-10,7.8
CVE-2018-12852,2018-06,2018-10,7.8
CVE-2018-12853,2018-06,2018-10,7.8
CVE-2018-12855,2018-06,2018-10,7.8
CVE-2018-12856,2018-06,2018-10,6.5
CVE-2018-12857,2018-06,2018-10,5.5
CVE-2018-12859,2018-06,2018-10,5.5
CVE-2018-12860,2018-06,2018-10,7.8
CVE-2018-12861,2018-06,2018-10,7.8
CVE-2018-12862,2018-06,2018-10,7.8
CVE-2018-12863,2018-06,2018-10,7.8
CVE-2018-12864,2018-06,2018-10,7.8
CVE-2018-12865,2018-06,2018-10,7.8
CVE-2018-12866,2018-06,2018-10,5.5
CVE-2018-12867,2018-06,2018-10,5.5
CVE-2018-12868,2018-06,2018-10,7.8
CVE-2018-12869,2018-06,2018-10,5.5
CVE-2018-12870,2018-06,2018-10,5.5
CVE-2018-12871,2018-06,2018-10,5.5
CVE-2018-12872,2018-06,2018-10,5.5
CVE-2018-12873,2018-06,2018-10,5.5
CVE-2018-12874,2018-06,2018-10,5.5
CVE-2018-12875,2018-06,2018-10,5.5
CVE-2018-12876,2018-06,2018-10,7.8
CVE-2018-12877,2018-06,2018-10,7.8
CVE-2018-12878,2018-06,2018-10,5.5
CVE-2018-12879,2018-06,2018-10,5.5
CVE-2018-12880,2018-06,2018-10,5.5
CVE-2018-12881,2018-06,2018-10,5.5
CVE-2018-13785,2018-07,2018-07,6.5
CVE-2018-15920,2018-08,2018-10,7.8
CVE-2018-15922,2018-08,2018-10,5.5
CVE-2018-15923,2018-08,2018-10,5.5
CVE-2018-15924,2018-08,2018-10,7.8
CVE-2018-15925,2018-08,2018-10,5.5
CVE-2018-15926,2018-08,2018-10,5.5
CVE-2018-15927,2018-08,2018-10,5.5
CVE-2018-15928,2018-08,2018-10,7.8
CVE-2018-15929,2018-08,2018-10,7.8
CVE-2018-15930,2018-08,2018-10,7.8
CVE-2018-15931,2018-08,2018-10,7.8
CVE-2018-15932,2018-08,2018-10,5.5
CVE-2018-15933,2018-08,2018-10,7.8
CVE-2018-15934,2018-08,2018-10,7.8
CVE-2018-15935,2018-08,2018-10,7.8
CVE-2018-15936,2018-08,2018-10,7.8
CVE-2018-15937,2018-08,2018-10,7.8
CVE-2018-15938,2018-08,2018-10,7.8
CVE-2018-15939,2018-08,2018-10,7.8
CVE-2018-15940,2018-08,2018-10,7.8
CVE-2018-15941,2018-08,2018-10,7.8
CVE-2018-15942,2018-08,2018-10,5.5
CVE-2018-15943,2018-08,2018-10,5.5
CVE-2018-15944,2018-08,2018-10,7.8
CVE-2018-15945,2018-08,2018-10,7.8
CVE-2018-15946,2018-08,2018-10,5.5
CVE-2018-15947,2018-08,2018-10,5.5
CVE-2018-15948,2018-08,2018-10,5.5
CVE-2018-15949,2018-08,2018-10,5.5
CVE-2018-15950,2018-08,2018-10,5.5
CVE-2018-15951,2018-08,2018-10,7.8
CVE-2018-15952,2018-08,2018-10,7.8
CVE-2018-15953,2018-08,2018-10,5.5
CVE-2018-15954,2018-08,2018-10,7.8
CVE-2018-15955,2018-08,2018-10,7.8
CVE-2018-15956,2018-08,2018-10,5.5
CVE-2018-15966,2018-08,2018-10,7.8
CVE-2018-15967,2018-08,2018-09,7.5
CVE-2018-15968,2018-08,2018-10,5.5
CVE-2018-15978,2018-08,2018-11,7.5
CVE-2018-15979,2018-08,2018-11,7.5
CVE-2018-15981,2018-08,2018-11,9.8
CVE-2018-15982,2018-08,2019-01,9.8
CVE-2018-15983,2018-08,2019-01,7.8
CVE-2018-15984,2018-08,2019-01,5.5
CVE-2018-15985,2018-08,2019-01,6.5
CVE-2018-15986,2018-08,2019-01,5.5
CVE-2018-15987,2018-08,2019-01,7.8
CVE-2018-15988,2018-08,2019-01,7.8
CVE-2018-15989,2018-08,2019-01,5.5
CVE-2018-15990,2018-08,2019-01,7.8
CVE-2018-15991,2018-08,2019-01,8.8
CVE-2018-15992,2018-08,2019-01,8.8
CVE-2018-15993,2018-08,2019-01,8.8
CVE-2018-15994,2018-08,2019-01,8.8
CVE-2018-15995,2018-08,2019-01,6.5
CVE-2018-15996,2018-08,2019-01,6.5
CVE-2018-15997,2018-08,2019-01,6.5
CVE-2018-15998,2018-08,2019-01,7.8
CVE-2018-15999,2018-08,2019-01,7.8
CVE-2018-16000,2018-08,2019-01,7.8
CVE-2018-16001,2018-08,2019-01,6.5
CVE-2018-16002,2018-08,2019-01,6.5
CVE-2018-16003,2018-08,2019-01,7.8
CVE-2018-16004,2018-08,2019-01,7.8
CVE-2018-16005,2018-08,2019-01,6.5
CVE-2018-16006,2018-08,2019-01,6.5
CVE-2018-16007,2018-08,2019-01,6.5
CVE-2018-16008,2018-08,2019-01,8.8
CVE-2018-16009,2018-08,2019-01,6.5
CVE-2018-16010,2018-08,2019-01,6.5
CVE-2018-16011,2018-08,2019-01,8.8
CVE-2018-16012,2018-08,2019-01,5.5
CVE-2018-16013,2018-08,2019-01,5.5
CVE-2018-16014,2018-08,2019-01,8.8
CVE-2018-16015,2018-08,2019-01,5.5
CVE-2018-16016,2018-08,2019-01,8.8
CVE-2018-16017,2018-08,2019-01,5.5
CVE-2018-16018,2018-08,2019-01,8.8
CVE-2018-16019,2018-08,2019-01,5.5
CVE-2018-16020,2018-08,2019-01,5.5
CVE-2018-16021,2018-08,2019-01,8.8
CVE-2018-16022,2018-08,2019-01,5.5
CVE-2018-16023,2018-08,2019-01,6.5
CVE-2018-16024,2018-08,2019-01,6.5
CVE-2018-16025,2018-08,2019-01,8.8
CVE-2018-16026,2018-08,2019-01,8.8
CVE-2018-16027,2018-08,2019-01,8.8
CVE-2018-16028,2018-08,2019-01,6.5
CVE-2018-16029,2018-08,2019-01,8.8
CVE-2018-16030,2018-08,2019-01,6.5
CVE-2018-16031,2018-08,2019-01,7.5
CVE-2018-16032,2018-08,2019-01,5.5
CVE-2018-16033,2018-08,2019-01,5.5
CVE-2018-16034,2018-08,2019-01,5.5
CVE-2018-16035,2018-08,2019-01,7.5
CVE-2018-16036,2018-08,2019-01,9.8
CVE-2018-16037,2018-08,2019-01,9.8
CVE-2018-16038,2018-08,2019-01,7.5
CVE-2018-16039,2018-08,2019-01,9.8
CVE-2018-16040,2018-08,2019-01,9.8
CVE-2018-16041,2018-08,2019-01,7.5
CVE-2018-16042,2018-08,2019-01,7.5
CVE-2018-16043,2018-08,2019-01,6.5
CVE-2018-16044,2018-08,2019-01,8.8
CVE-2018-16045,2018-08,2019-01,8.8
CVE-2018-16046,2018-08,2019-01,8.8
CVE-2018-16047,2018-08,2019-01,7.5
CVE-2018-19698,2018-11,2019-01,9.8
CVE-2018-19699,2018-11,2019-01,7.5
CVE-2018-19700,2018-11,2019-01,9.8
CVE-2018-19701,2018-11,2019-01,7.5
CVE-2018-19702,2018-11,2019-01,9.8
CVE-2018-19703,2018-11,2019-01,5.5
CVE-2018-19704,2018-11,2019-01,5.5
CVE-2018-19705,2018-11,2019-01,5.5
CVE-2018-19706,2018-11,2019-01,7.5
CVE-2018-19707,2018-11,2019-01,9.8
CVE-2018-19708,2018-11,2019-01,9.8
CVE-2018-19709,2018-11,2019-01,5.5
CVE-2018-19710,2018-11,2019-01,5.5
CVE-2018-19711,2018-11,2019-01,6.5
CVE-2018-19712,2018-11,2019-01,6.5
CVE-2018-19713,2018-11,2019-01,8.8
CVE-2018-19714,2018-11,2019-01,6.5
CVE-2018-19715,2018-11,2019-01,9.8
CVE-2018-19716,2018-11,2019-01,9.8
CVE-2018-19717,2018-11,2019-01,5.5
CVE-2018-19719,2018-11,2019-01,6.5
CVE-2018-19720,2018-11,2019-01,8.8
CVE-2018-19721,2018-11,2019-01,6.5
CVE-2018-19722,2018-11,2019-01,7.5
CVE-2018-19723,2018-11,2019-01,7.5
CVE-2018-19728,2018-11,2019-01,6.5
CVE-2018-2579,2017-12,2018-01,3.7
CVE-2018-2581,2017-12,2018-01,4.7
CVE-2018-2582,2017-12,2018-01,6.5
CVE-2018-2588,2017-12,2018-01,4.3
CVE-2018-2599,2017-12,2018-01,4.8
CVE-2018-2602,2017-12,2018-01,4.5
CVE-2018-2603,2017-12,2018-01,5.3
CVE-2018-2618,2017-12,2018-01,5.9
CVE-2018-2627,2017-12,2018-01,7.5
CVE-2018-2629,2017-12,2018-01,5.3
CVE-2018-2633,2017-12,2018-01,8.3
CVE-2018-2634,2017-12,2018-01,6.8
CVE-2018-2637,2017-12,2018-01,7.4
CVE-2018-2638,2017-12,2018-01,8.3
CVE-2018-2639,2017-12,2018-01,8.3
CVE-2018-2641,2017-12,2018-01,6.1
CVE-2018-2657,2017-12,2018-01,5.3
CVE-2018-2663,2017-12,2018-01,4.3
CVE-2018-2677,2017-12,2018-01,4.3
CVE-2018-2678,2017-12,2018-01,4.3
CVE-2018-2783,2017-12,2018-04,7.4
CVE-2018-2790,2017-12,2018-04,3.1
CVE-2018-2794,2017-12,2018-04,7.7
CVE-2018-2795,2017-12,2018-04,5.3
CVE-2018-2796,2017-12,2018-04,5.3
CVE-2018-2797,2017-12,2018-04,5.3
CVE-2018-2798,2017-12,2018-04,5.3
CVE-2018-2799,2017-12,2018-04,5.3
CVE-2018-2800,2017-12,2018-04,4.2
CVE-2018-2811,2017-12,2018-04,7.7
CVE-2018-2814,2017-12,2018-04,8.3
CVE-2018-2815,2017-12,2018-04,5.3
CVE-2018-2825,2017-12,2018-04,8.3
CVE-2018-2826,2017-12,2018-04,8.3
CVE-2018-2938,2017-12,2018-07,9
CVE-2018-2940,2017-12,2018-07,4.3
CVE-2018-2941,2017-12,2018-07,8.3
CVE-2018-2942,2017-12,2018-07,8.3
CVE-2018-2952,2017-12,2018-07,3.7
CVE-2018-2964,2017-12,2018-07,8.3
CVE-2018-2972,2017-12,2018-07,5.9
CVE-2018-2973,2017-12,2018-07,5.9
CVE-2018-3136,2017-12,2018-10,3.4
CVE-2018-3139,2017-12,2018-10,3.1
CVE-2018-3149,2017-12,2018-10,8.3
CVE-2018-3150,2017-12,2018-10,3.7
CVE-2018-3157,2017-12,2018-10,3.7
CVE-2018-3169,2017-12,2018-10,8.3
CVE-2018-3180,2017-12,2018-10,5.6
CVE-2018-3183,2017-12,2018-10,9
CVE-2018-3209,2017-12,2018-10,8.3
CVE-2018-3211,2017-12,2018-10,6.6
CVE-2018-3214,2017-12,2018-10,5.3
CVE-2018-4871,2018-01,2018-01,7.5
CVE-2018-4872,2018-01,2018-02,10
CVE-2018-4877,2018-01,2018-02,9.8
CVE-2018-4879,2018-01,2018-02,9.8
CVE-2018-4880,2018-01,2018-02,6.5
CVE-2018-4881,2018-01,2018-02,6.5
CVE-2018-4882,2018-01,2018-02,6.5
CVE-2018-4883,2018-01,2018-02,6.5
CVE-2018-4884,2018-01,2018-02,6.5
CVE-2018-4885,2018-01,2018-02,6.5
CVE-2018-4886,2018-01,2018-02,6.5
CVE-2018-4887,2018-01,2018-02,6.5
CVE-2018-4888,2018-01,2018-02,8.8
CVE-2018-4889,2018-01,2018-02,6.5
CVE-2018-4890,2018-01,2018-02,8.8
CVE-2018-4891,2018-01,2018-02,6.5
CVE-2018-4892,2018-01,2018-02,8.8
CVE-2018-4893,2018-01,2018-02,6.5
CVE-2018-4894,2018-01,2018-02,6.5
CVE-2018-4895,2018-01,2018-02,9.8
CVE-2018-4896,2018-01,2018-02,6.5
CVE-2018-4897,2018-01,2018-02,6.5
CVE-2018-4898,2018-01,2018-02,8.8
CVE-2018-4899,2018-01,2018-02,6.5
CVE-2018-4900,2018-01,2018-02,6.5
CVE-2018-4901,2018-01,2018-02,8.8
CVE-2018-4902,2018-01,2018-02,8.8
CVE-2018-4903,2018-01,2018-02,6.5
CVE-2018-4904,2018-01,2018-02,8.8
CVE-2018-4905,2018-01,2018-02,6.5
CVE-2018-4906,2018-01,2018-02,6.5
CVE-2018-4907,2018-01,2018-02,6.5
CVE-2018-4908,2018-01,2018-02,6.5
CVE-2018-4909,2018-01,2018-02,6.5
CVE-2018-4910,2018-01,2018-02,8.8
CVE-2018-4911,2018-01,2018-02,8.8
CVE-2018-4912,2018-01,2018-02,6.5
CVE-2018-4913,2018-01,2018-02,8.8
CVE-2018-4914,2018-01,2018-02,6.5
CVE-2018-4915,2018-01,2018-02,8.8
CVE-2018-4916,2018-01,2018-02,8.8
CVE-2018-4917,2018-01,2018-05,9.8
CVE-2018-4918,2018-01,2018-05,9.8
CVE-2018-4919,2018-01,2018-05,9.8
CVE-2018-4920,2018-01,2018-05,9.8
CVE-2018-4932,2018-01,2018-05,8.8
CVE-2018-4933,2018-01,2018-05,6.5
CVE-2018-4934,2018-01,2018-05,7.5
CVE-2018-4935,2018-01,2018-05,9.8
CVE-2018-4936,2018-01,2018-05,7.5
CVE-2018-4937,2018-01,2018-05,9.8
CVE-2018-4944,2018-01,2018-05,9.8
CVE-2018-4945,2018-01,2018-07,8.8
CVE-2018-4947,2018-01,2018-07,9.8
CVE-2018-4948,2018-01,2018-07,9.8
CVE-2018-4949,2018-01,2018-07,7.5
CVE-2018-4950,2018-01,2018-07,9.8
CVE-2018-4951,2018-01,2018-07,6.5
CVE-2018-4952,2018-01,2018-07,8.8
CVE-2018-4953,2018-01,2018-07,8.8
CVE-2018-4954,2018-01,2018-07,8.8
CVE-2018-4955,2018-01,2018-07,7.5
CVE-2018-4956,2018-01,2018-07,7.5
CVE-2018-4957,2018-01,2018-07,7.5
CVE-2018-4958,2018-01,2018-07,9.8
CVE-2018-4959,2018-01,2018-07,9.8
CVE-2018-4960,2018-01,2018-07,7.5
CVE-2018-4961,2018-01,2018-07,9.8
CVE-2018-4962,2018-01,2018-07,7.5
CVE-2018-4963,2018-01,2018-07,7.5
CVE-2018-4964,2018-01,2018-07,7.5
CVE-2018-4965,2018-01,2018-07,7.5
CVE-2018-4966,2018-01,2018-07,9.8
CVE-2018-4967,2018-01,2018-07,7.5
CVE-2018-4968,2018-01,2018-07,9.8
CVE-2018-4969,2018-01,2018-07,7.5
CVE-2018-4970,2018-01,2018-07,7.5
CVE-2018-4971,2018-01,2018-07,8.8
CVE-2018-4972,2018-01,2018-07,6.5
CVE-2018-4973,2018-01,2018-07,7.5
CVE-2018-4974,2018-01,2018-07,8.8
CVE-2018-4975,2018-01,2018-07,7.5
CVE-2018-4976,2018-01,2018-07,7.5
CVE-2018-4977,2018-01,2018-07,9.8
CVE-2018-4978,2018-01,2018-07,9.8
CVE-2018-4979,2018-01,2018-07,6.5
CVE-2018-4980,2018-01,2018-07,8.8
CVE-2018-4981,2018-01,2018-07,7.5
CVE-2018-4982,2018-01,2018-07,8.8
CVE-2018-4983,2018-01,2018-07,9.8
CVE-2018-4984,2018-01,2018-07,9.8
CVE-2018-4985,2018-01,2018-07,7.5
CVE-2018-4986,2018-01,2018-07,7.5
CVE-2018-4987,2018-01,2018-07,9.8
CVE-2018-4988,2018-01,2018-07,9.8
CVE-2018-4989,2018-01,2018-07,9.8
CVE-2018-4990,2018-01,2018-07,8.8
CVE-2018-4993,2018-01,2018-07,7.5
CVE-2018-4995,2018-01,2018-07,9.8
CVE-2018-4996,2018-01,2018-07,9.8
CVE-2018-4997,2018-01,2018-07,8.8
CVE-2018-4998,2018-01,2018-07,8.8
CVE-2018-4999,2018-01,2018-07,6.5
CVE-2018-5000,2018-01,2018-07,6.5
CVE-2018-5001,2018-01,2018-07,6.5
CVE-2018-5002,2018-01,2018-07,9.8
CVE-2018-5007,2018-01,2018-07,8.8
CVE-2018-5008,2018-01,2018-07,7.5
CVE-2018-5009,2018-01,2018-07,9.8
CVE-2018-5010,2018-01,2018-07,7.5
CVE-2018-5011,2018-01,2018-07,9.8
CVE-2018-5012,2018-01,2018-07,8.8
CVE-2018-5014,2018-01,2018-07,6.5
CVE-2018-5015,2018-01,2018-07,8.8
CVE-2018-5016,2018-01,2018-07,6.5
CVE-2018-5017,2018-01,2018-07,6.5
CVE-2018-5018,2018-01,2018-07,6.5
CVE-2018-5019,2018-01,2018-07,6.5
CVE-2018-5020,2018-01,2018-07,8.8
CVE-2018-5021,2018-01,2018-07,9.8
CVE-2018-5022,2018-01,2018-07,7.5
CVE-2018-5023,2018-01,2018-07,7.5
CVE-2018-5024,2018-01,2018-07,7.5
CVE-2018-5025,2018-01,2018-07,7.5
CVE-2018-5026,2018-01,2018-07,7.5
CVE-2018-5027,2018-01,2018-07,6.5
CVE-2018-5028,2018-01,2018-07,8.8
CVE-2018-5029,2018-01,2018-07,6.5
CVE-2018-5030,2018-01,2018-07,8.8
CVE-2018-5031,2018-01,2018-07,6.5
CVE-2018-5032,2018-01,2018-07,8.8
CVE-2018-5033,2018-01,2018-07,6.5
CVE-2018-5034,2018-01,2018-07,8.8
CVE-2018-5035,2018-01,2018-07,6.5
CVE-2018-5036,2018-01,2018-07,8.8
CVE-2018-5037,2018-01,2018-07,8.8
CVE-2018-5038,2018-01,2018-07,8.8
CVE-2018-5039,2018-01,2018-07,6.5
CVE-2018-5040,2018-01,2018-07,8.8
CVE-2018-5041,2018-01,2018-07,8.8
CVE-2018-5042,2018-01,2018-07,8.8
CVE-2018-5043,2018-01,2018-07,8.8
CVE-2018-5044,2018-01,2018-07,6.5
CVE-2018-5045,2018-01,2018-07,8.8
CVE-2018-5046,2018-01,2018-07,6.5
CVE-2018-5047,2018-01,2018-07,6.5
CVE-2018-5048,2018-01,2018-07,6.5
CVE-2018-5049,2018-01,2018-07,6.5
CVE-2018-5050,2018-01,2018-07,6.5
CVE-2018-5051,2018-01,2018-07,6.5
CVE-2018-5052,2018-01,2018-07,8.8
CVE-2018-5053,2018-01,2018-07,6.5
CVE-2018-5054,2018-01,2018-07,6.5
CVE-2018-5055,2018-01,2018-07,6.5
CVE-2018-5056,2018-01,2018-07,6.5
CVE-2018-5057,2018-01,2018-07,8.8
CVE-2018-5058,2018-01,2018-07,8.8
CVE-2018-5059,2018-01,2018-07,8.8
CVE-2018-5060,2018-01,2018-07,6.5
CVE-2018-5061,2018-01,2018-07,6.5
CVE-2018-5062,2018-01,2018-07,7.5
CVE-2018-5063,2018-01,2018-07,6.5
CVE-2018-5064,2018-01,2018-07,9.8
CVE-2018-5065,2018-01,2018-07,8.8
CVE-2018-5066,2018-01,2018-07,7.5
CVE-2018-5067,2018-01,2018-07,8.8
CVE-2018-5068,2018-01,2018-07,7.5
CVE-2018-5069,2018-01,2018-07,9.8
CVE-2018-5070,2018-01,2018-07,9.8
CVE-2018-8148,2018-03,2018-05,7.8
CVE-2018-8157,2018-03,2018-05,7.8
CVE-2018-8158,2018-03,2018-05,7.8
CVE-2018-8248,2018-03,2018-06,7.8
CVE-2018-8378,2018-03,2018-08,5.5
CVE-2018-8501,2018-03,2018-10,8.8
CVE-2018-8502,2018-03,2018-10,8.8
CVE-2018-8504,2018-03,2018-10,8.8
CVE-2018-8577,2018-03,2018-11,7.8
CVE-2013-0351,2012-12,2013-02,7.5
CVE-2013-0409,2012-12,2013-02,5
CVE-2013-0419,2012-12,2013-02,7.6
CVE-2013-0423,2012-12,2013-02,7.6
CVE-2013-0424,2012-12,2013-02,5
CVE-2013-0425,2012-12,2013-02,10
CVE-2013-0426,2012-12,2013-02,10
CVE-2013-0427,2012-12,2013-02,5
CVE-2013-0428,2012-12,2013-02,10
CVE-2013-0429,2012-12,2013-02,7.6
CVE-2013-0430,2012-12,2013-02,6.9
CVE-2013-0431,2012-12,2013-01,5
CVE-2013-0432,2012-12,2013-02,6.4
CVE-2013-0433,2012-12,2013-02,5
CVE-2013-0434,2012-12,2013-02,5
CVE-2013-0435,2012-12,2013-02,5
CVE-2013-0437,2012-12,2013-02,10
CVE-2013-0438,2012-12,2013-02,4.3
CVE-2013-0440,2012-12,2013-02,5
CVE-2013-0441,2012-12,2013-02,10
CVE-2013-0442,2012-12,2013-02,10
CVE-2013-0443,2012-12,2013-02,4
CVE-2013-0444,2012-12,2013-02,7.6
CVE-2013-0445,2012-12,2013-02,10
CVE-2013-0446,2012-12,2013-02,10
CVE-2013-0448,2012-12,2013-02,5
CVE-2013-0449,2012-12,2013-02,5
CVE-2013-0450,2012-12,2013-02,10
CVE-2013-0504,2012-12,2013-02,10
CVE-2013-0601,2012-12,2013-01,10
CVE-2013-0602,2012-12,2013-01,10
CVE-2013-0603,2012-12,2013-01,10
CVE-2013-0604,2012-12,2013-01,10
CVE-2013-0605,2012-12,2013-01,10
CVE-2013-0606,2012-12,2013-01,10
CVE-2013-0607,2012-12,2013-01,10
CVE-2013-0608,2012-12,2013-01,10
CVE-2013-0609,2012-12,2013-01,10
CVE-2013-0610,2012-12,2013-01,10
CVE-2013-0611,2012-12,2013-01,10
CVE-2013-0612,2012-12,2013-01,10
CVE-2013-0613,2012-12,2013-01,10
CVE-2013-0614,2012-12,2013-01,10
CVE-2013-0615,2012-12,2013-01,10
CVE-2013-0616,2012-12,2013-01,10
CVE-2013-0617,2012-12,2013-01,10
CVE-2013-0618,2012-12,2013-01,10
CVE-2013-0619,2012-12,2013-01,10
CVE-2013-0620,2012-12,2013-01,10
CVE-2013-0621,2012-12,2013-01,10
CVE-2013-0622,2012-12,2013-01,10
CVE-2013-0623,2012-12,2013-01,10
CVE-2013-0624,2012-12,2013-01,10
CVE-2013-0626,2012-12,2013-01,10
CVE-2013-0627,2012-12,2013-01,7.2
CVE-2013-0630,2012-12,2013-01,10
CVE-2013-0633,2012-12,2013-02,9.3
CVE-2013-0634,2012-12,2013-02,9.3
CVE-2013-0637,2012-12,2013-02,5
CVE-2013-0638,2012-12,2013-02,10
